date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:36	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:%2217a69-591cd3a2389dd-gzip%22	http://alternativasweb.tk/clientes/eatin/wp-includes/js/jquery/jquery.js	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-includes/js/jquery/jquery.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:37	8530/8530	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:39:33%20GMT	http://alternativasweb.tk/clientes/eatin/favicon.png	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/favicon.c.delayed	(from http://alternativasweb.tk/clientes/eatin/)
20:39:37	4386/4386	---M--	200	added ('OK')	image/svg+xml	etag:%221122-591cd3a12a1d0%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/logo.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/logo.svg	(from http://alternativasweb.tk/clientes/eatin/)
20:39:40	15627/15627	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:39:35%20GMT	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/images/	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/images/index.html	(from http://alternativasweb.tk/clientes/eatin/)
20:39:43	36566/36566	---M--	200	added ('OK')	image/jpeg	etag:%228ed6-591cd3a14092f%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia.jpg	(from http://alternativasweb.tk/clientes/eatin/)
20:39:44	27452/27452	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:39:41%20GMT	http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/index.html	(from http://alternativasweb.tk/clientes/eatin/)
20:39:45	26346/26346	---M--	200	added ('OK')	image/jpeg	etag:%2266ea-591cd3a14092f%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia-2.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia-2.jpg	(from http://alternativasweb.tk/clientes/eatin/)
20:39:46	27515/27515	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:39:42%20GMT	http://alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/tours/learn-with-the-experts/index.html	(from http://alternativasweb.tk/clientes/eatin/)
20:39:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202019%2001:39:44%20GMT	http://alternativasweb.tk/clientes/eatin//terminos-y-condiciones	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/terminos-y-condiciones	(from http://alternativasweb.tk/clientes/eatin/)
20:39:48	9729/9729	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Sep%202019%2001:39:45%20GMT	http://alternativasweb.tk/clientes/eatin/terminos-y-condiciones/	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/terminos-y-condiciones/index.html	(from http://alternativasweb.tk/clientes/eatin/)
20:39:49	14440/14440	---M-Z	200	added ('OK')	application/javascript	etag:%223868-591cd39f8632e-gzip%22	http://alternativasweb.tk/clientes/eatin/wp-content/plugins/contact-form-7/includes/js/scripts.js	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/plugins/contact-form-7/includes/js/scripts.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:49	86440/86440	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202019%2001:39:33%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/index.html	(from http://alternativasweb.tk/clientes/eatin/)
20:39:50	39762/39762	---M--	200	added ('OK')	image/jpeg	etag:%229b52-591cd3a14092f%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia-1.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/experiencia-1.jpg	(from http://alternativasweb.tk/clientes/eatin/)
20:39:50	11084/11084	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4a4c-2b4c%22	https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202019%2001:39:48%20GMT	http://cdn.jsdelivr.net/npm/vide@0.5.1/dist/jquery.vide.min.js	C:/DGT/EATIN/cdn.jsdelivr.net/npm/vide@0.5.1/dist/jquery.vide.min.16.delayed	(from http://alternativasweb.tk/clientes/eatin/)
20:39:51	4489/4489	---M-Z	200	added ('OK')	application/javascript	etag:W/%221189-ocrK1tIg81a3juaVvBtdKKpjzAk%22	https://cdn.jsdelivr.net/npm/vide@0.5.1/dist/jquery.vide.min.js	C:/DGT/EATIN/cdn.jsdelivr.net/npm/vide@0.5.1/dist/jquery.vide.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:52	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/DGT/EATIN/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:53	5458/5458	---M-Z	200	added ('OK')	application/javascript	etag:%221552-591f11c350755-gzip%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/js/scripts.js	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/js/scripts.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:53	78635/78635	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6708de-1332b%22	https://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.3.1/js/bootstrap.bundle.min.js	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/4.3.1/js/bootstrap.bundle.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:53	1403/1403	---M-Z	200	added ('OK')	application/javascript	etag:%2257b-591cd3a280e18-gzip%22	http://alternativasweb.tk/clientes/eatin/wp-includes/js/wp-embed.min.js	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-includes/js/wp-embed.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:39:54	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-591cd39f7e62f%22	http://alternativasweb.tk/clientes/eatin/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://alternativasweb.tk/clientes/eatin/wp-content/plugins/contact-form-7/includes/css/styles.css)
20:39:56	15627/15627	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Sep%202019%2001:39:51%20GMT	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/loading.gif	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/img/loading.gif	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:39:56	111633/111633	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4943-1b411%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/1.19.0/TweenMax.min.js	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/gsap/1.19.0/TweenMax.min.js	(from http://alternativasweb.tk/clientes/eatin/)
20:40:04	43604/43604	---M--	200	added ('OK')	application/font-woff	etag:%22aa54-591cd3a124411%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.woff	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.woff	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:11	86528/86528	---M--	200	added ('OK')	application/font-sfnt	etag:%2215200-591cd3a120591%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.otf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.otf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:20	124378/124378	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221e5da-591cd3a11f5f1%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.eot?	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regulard41d.eot	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:20	726449/726449	---M--	200	added ('OK')	image/svg+xml	etag:%22b15b1-591cd3a123471%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.svg	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:26	323124/323124	---M--	200	added ('OK')	image/jpeg	etag:%224ee34-591cd3a12ff90%22	http://alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/bg-hero.jpg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/uploads/2019/09/bg-hero.jpg	(from http://alternativasweb.tk/clientes/eatin/)
20:40:28	124136/124136	---M--	200	added ('OK')	application/font-sfnt	etag:%221e4e8-591cd3a124411%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.ttf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Regular.ttf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:33	45016/45016	---M--	200	added ('OK')	application/font-woff	etag:%22afd8-591cd3a11e651%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.woff	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.woff	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:38	89928/89928	---M--	200	added ('OK')	application/font-sfnt	etag:%2215f48-591cd3a1178f2%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.otf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.otf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:40	750117/750117	---M--	200	added ('OK')	image/svg+xml	etag:%22b7225-591cd3a11d6b1%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.svg	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:45	125542/125542	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ea66-591cd3a116952%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.eot?	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Boldd41d.eot	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:52	125312/125312	---M--	200	added ('OK')	application/font-sfnt	etag:%221e980-591cd3a11e651%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.ttf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Bold.ttf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:40:53	44672/44672	---M--	200	added ('OK')	application/font-woff	etag:%22ae80-591cd3a1159b2%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.woff	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.woff	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:00	90915/90915	---M--	200	added ('OK')	application/font-sfnt	etag:%2216323-591cd3a110b92%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.otf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.otf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:03	759542/759542	---M--	200	added ('OK')	image/svg+xml	etag:%22b96f6-591cd3a114a12%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.svg	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:06	127326/127326	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221f15e-591cd3a110b92%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.eot?	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Blackd41d.eot	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:10	47376/47376	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b910-591cd3a1272f0%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.eot?	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Mediumd41d.eot	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:10	21620/21620	---M--	200	added ('OK')	application/font-woff	etag:%225474-591cd3a129230%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.woff	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.woff	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:10	43256/43256	---M--	200	added ('OK')	application/font-sfnt	etag:%22a8f8-591cd3a1272f0%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.otf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.otf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:13	167357/167357	---M--	200	added ('OK')	image/svg+xml	etag:%2228dbd-591cd3a128290%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.svg	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:19	127092/127092	---M--	200	added ('OK')	application/font-sfnt	etag:%221f074-591cd3a1159b2%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.ttf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/BrandonGrotesque-Black.ttf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:20	47140/47140	---M--	200	added ('OK')	application/font-sfnt	etag:%22b824-591cd3a128290%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.ttf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Medium.ttf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:21	47288/47288	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b8b8-591cd3a124411%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.eot?	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Boldd41d.eot	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:21	43652/43652	---M--	200	added ('OK')	application/font-sfnt	etag:%22aa84-591cd3a1253b1%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.otf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.otf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:24	170520/170520	---M--	200	added ('OK')	image/svg+xml	etag:%2229a18-591cd3a126351%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.svg	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.svg	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:25	21468/21468	---M--	200	added ('OK')	application/font-woff	etag:%2253dc-591cd3a126351%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.woff	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.woff	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:31	47060/47060	---M--	200	added ('OK')	application/font-sfnt	etag:%22b7d4-591cd3a126351%22	http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.ttf	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/fonts/DINOT-Bold.ttf	(from http://alternativasweb.tk/clientes/eatin/wp-content/themes/eatin/theme/dist/css/styles.min.css)
20:41:32	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225afd4a91-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/ajax-loader.gif	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:33	2048/2048	---M--	200	added ('OK')	application/octet-stream	etag:%225afd4ad6-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.eot	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:33	2048/2048	---M--	200	added ('OK')	application/octet-stream	etag:%225afd4ad6-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.eot?	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:34	1380/1380	---M--	200	added ('OK')	application/octet-stream	etag:%225afd4a91-564%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.woff	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:34	1892/1892	---M--	200	added ('OK')	application/octet-stream	etag:%225afd4a91-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.ttf	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:35	2152/2152	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225afd4a91-868%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.svg	C:/DGT/EATIN/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.8/slick-theme.min.css)
20:41:37	2362/2362	---MC-	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202019%2001:41:33%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Ftours%2Feat-like-a-peruvian%2F	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed6197.json	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
20:41:39	2447/2447	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202019%2001:41:35%20GMT	http://alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed?url=http%3A%2F%2Falternativasweb.tk%2Fclientes%2Featin%2Ftours%2Feat-like-a-peruvian%2F&format=xml	C:/DGT/EATIN/alternativasweb.tk/clientes/eatin/wp-json/oembed/1.0/embed5b01	(from http://alternativasweb.tk/clientes/eatin/tours/eat-like-a-peruvian/)
